SN,day,time,datetime,TR_PWM_SLOP_FRONT,TR_PWM_OFFSET_FRONT,R2_Front,TR_AccuENC_RATIO_FRONT,TR_PWM_SLOP_REAR,TR_PWM_OFFSET_REAR,R2_Rear,TR_AccuENC_RATIO_REAR
DRW521710081,20171227,83408,20171227083408,1.358994,-31.943072,0.999998,9.074372,1.364252,-41.026697999999996,0.9999889999999999,9.177446
DRW521710091,20171227,95435,20171227095435,1.361907,-36.489864,0.999963,9.074433,1.375807,-39.260432,1.0,9.172414999999999
DRW521710111,20171227,140333,20171227140333,1.370296,-22.071875,0.999993,9.075173,1.375638,-41.031735,0.9999959999999999,9.178401
DRW521710121,20171227,150251,20171227150251,1.359814,-37.261783,0.999999,9.07585,1.3713090000000001,-47.675369,0.9999959999999999,9.177253
DRW521710131,20171227,152459,20171227152459,1.370508,-35.194681,0.999999,9.076217999999999,1.3776110000000001,-40.87797,0.999992,9.176716
DRW521710141,20171227,164417,20171227164417,1.371341,-32.193469,1.000000,9.075486999999999,1.3631520000000001,-36.780635,0.9999950000000001,9.177956
DRW521710151,20171228,80628,20171228080628,1.369739,-36.100753,0.999990,9.075721000000001,1.3727260000000001,-48.582084,0.9999969999999999,9.179646
DRW521710161,20171228,85609,20171228085609,1.362080,-38.703314,0.999996,9.074424,1.375377,-44.462628,0.999999,9.17464
DRW521710171,20171228,103646,20171228103646,1.350494,-37.021128,0.999941,9.07568,1.3849479999999998,-42.640347,0.9999959999999999,9.176188
DRW521710181,20171228,110557,20171228110557,1.348763,-41.493065,0.999978,9.074646000000001,1.377724,-44.42848,0.9999979999999999,9.176696000000002
DRW521710191,20171228,114839,20171228114839,1.369188,-37.777512,0.999996,9.075346000000001,1.367189,-41.723756,0.9999879999999999,9.177585
DRW521710211,20171228,143314,20171228143314,1.356267,-27.873273,0.999999,9.075426,1.350799,-48.414654,0.9999979999999999,9.17998
DRW521710221,20171228,152533,20171228152533,1.349770,-37.210043,1.000000,9.074518,1.3562049999999999,-43.786388,0.999985,9.176176
DRW521710231,20171228,155203,20171228155203,1.336712,-37.302779,0.999979,9.076486000000001,1.352959,-52.958138,0.9999979999999999,9.178403999999999
DRW521710201,20180104,75841,20180104075841,1.352545,-37.495496,0.999999,9.07516,1.351176,-44.62417,0.999983,9.178394
DRW521710241,20180104,82327,20180104082327,1.329273,-35.521577,0.999966,9.075457,1.345912,-39.21481,0.999958,9.176312
DRW521710251,20180104,101608,20180104101608,1.347158,-39.735740,1.000000,9.074577,1.346501,-40.265698,1.0,9.173950999999999
DRW011810011,20180104,110028,20180104110028,1.348129,-36.314757,0.999998,9.076164,1.3494329999999999,-41.164607000000004,1.0,9.178436999999999
DRW011810021,20180104,113624,20180104113624,1.366651,-30.571508,0.999975,9.075453999999999,1.362991,-40.811488,0.999999,9.175514999999999
DRW011810031,20180104,131434,20180104131434,1.364908,-33.147411,0.999997,9.075164,1.359931,-42.485814000000005,0.999975,9.172172
DRW011810041,20180104,134641,20180104134641,1.339873,-36.598286,0.999999,9.076499,1.372132,-46.113422,0.99998,9.177771
DRW011810051,20180104,145726,20180104145726,1.350573,-39.232263,0.999985,9.075484,1.3577569999999999,-42.89577,0.9999979999999999,9.174872
DRW011810061,20180104,161436,20180104161436,1.362700,-37.377751,0.999996,9.075144,1.348385,-48.930265999999996,0.999992,9.175972
DRW011810071,20180105,75648,20180105075648,1.354731,-38.784987,0.999986,9.076409,1.372352,-43.156094,0.9999959999999999,9.176283
DRW521710101,20180105,103917,20180105103917,1.355931,-37.505376,0.999996,9.075697,1.3673,-46.721998,1.0,9.17745
DRW011810091,20180105,114931,20180105114931,1.341539,-38.305345,0.999999,9.075411,1.3534329999999999,-48.719384999999996,0.9999879999999999,9.176796000000001
DRW011810101,20180105,145640,20180105145640,1.343950,-32.595090,0.999985,9.07499,1.367024,-47.327093,0.9999969999999999,9.177475
DRW011810111,20180105,152115,20180105152115,1.346716,-32.496088,0.999984,9.074507,1.372752,-41.491192,1.0,9.176085
DRW011810121,20180105,162248,20180105162248,1.352214,-35.011835,0.999994,9.076078,1.3558940000000002,-43.736219,0.9999959999999999,9.175533
DRW011810131,20180108,75818,20180108075818,1.346649,-30.656573,0.999997,9.075777,1.350626,-49.384426,0.999872,9.177767
DRW011810081,20180108,90116,20180108090116,1.373042,-37.091693,1.000000,9.0754,1.3791639999999998,-42.469121,0.999999,9.17592
DRW021810011,20180108,100508,20180108100508,1.347849,-31.046817,0.999972,9.075252,1.362384,-49.768237,1.0,9.177817999999998
DRW021810021,20180108,110637,20180108110637,1.345871,-34.628593,1.000000,9.076582,1.373038,-50.076586999999996,0.999974,9.177177
DRW021810031,20180108,114915,20180108114915,1.326315,-39.972560,0.999994,9.076122999999999,1.357353,-44.577393,0.999993,9.178533
DRW021810041,20180108,132717,20180108132717,1.344892,-34.160772,0.999999,9.076164,1.3676629999999999,-49.62253,0.999999,9.179994
DRW021810051,20180108,142433,20180108142433,1.343375,-39.260173,0.999999,9.076397,1.3464260000000001,-47.5983,0.999927,9.178861
DRW021810061,20180108,152036,20180108152036,1.343363,-28.888401,0.999998,9.073599,1.3392600000000001,-48.642067,0.99998,9.177272
DRW021810071,20180108,163906,20180108163906,1.347003,-36.383602,0.999985,9.076002,1.3490309999999999,-48.900208,0.9999959999999999,9.176801
DRW021810081,20180109,82108,20180109082108,1.364744,-35.986997,0.999995,9.076182000000001,1.3646120000000002,-51.238396,0.9999950000000001,9.177562
DRW021810091,20180109,103106,20180109103106,1.374996,-38.897881,1.000000,9.076802,1.393712,-44.564335,0.999999,9.18026
DRW021810101,20180109,110150,20180109110150,1.368650,-39.968864,1.000000,9.075627,1.4277879999999998,-53.615023,1.0,9.17914
DRW021810111,20180109,113109,20180109113109,1.360420,-40.350429,0.999974,9.076366,1.397517,-48.838803999999996,0.9999879999999999,9.179953
DRW021810121,20180109,121216,20180109121216,1.362516,-34.886528,0.999999,9.076518,1.403784,-40.34133,0.9999969999999999,9.179946000000001
DRW021810131,20180109,133220,20180109133220,1.357179,-43.354659,0.999993,9.075377,1.377052,-45.995058,0.999969,9.179821
DRW021810141,20180109,141043,20180109141043,1.350983,-37.799427,1.000000,9.07612,1.384012,-43.317202,0.999999,9.179772999999999
DRW021810151,20180109,145653,20180109145653,1.375432,-36.340181,1.000000,9.074806,1.396432,-41.288847,1.0,9.178233
DRW021810161,20180109,153137,20180109153137,1.356903,-39.451761,0.999993,9.075335,1.397675,-43.947651,0.999985,9.176309
DRW021810191,20180110,91519,20180110091519,1.343083,-40.293607,0.999985,9.078101,1.394779,-45.534081,0.999999,9.178897000000001
DRW021810201,20180110,110227,20180110110227,1.331957,-34.249838,0.999971,9.075371,1.3847049999999999,-37.763905,0.9999979999999999,9.174906
DRW021810211,20180110,113712,20180110113712,1.348033,-33.643117,0.999986,9.075186,1.397134,-43.510979,0.9999969999999999,9.169527
DRW021810221,20180110,120831,20180110120831,1.354147,-37.407193,0.999997,9.075448,1.397645,-45.047273,1.0,9.174864999999999
DRW021810231,20180110,132823,20180110132823,1.354007,-33.711189,0.999998,9.07489,1.3952879999999999,-41.967068,0.999936,9.175193
DRW021810241,20180110,141317,20180110141317,1.371093,-35.638914,0.999957,9.075649,1.4081350000000001,-47.169168,0.999983,9.175943
DRW021810251,20180110,145759,20180110145759,1.347933,-35.703323,0.999987,9.075533,1.396362,-43.543704,0.9999889999999999,9.176488
DRW021810261,20180110,160210,20180110160210,1.374703,-36.094490,0.999994,9.07474,1.397476,-41.015972999999995,0.999991,9.176424
DRW021810271,20180110,163359,20180110163359,1.353392,-39.897182,0.999961,9.07503,1.398882,-45.079529,0.9999969999999999,9.170726
DRW021810281,20180110,165644,20180110165644,1.361035,-32.686252,0.999980,9.074867,1.388075,-46.755548,0.999992,9.177823
DRW021810301,20180111,101605,20180111101605,1.351311,-36.931192,0.999987,9.075578,1.4475069999999999,-59.13691899999999,1.0,9.157632000000001
DRW021810291,20180111,103402,20180111103402,1.337701,-37.086913,0.999995,9.075626,1.384796,-41.793509,0.999948,9.175464999999999
DRW021810311,20180111,110253,20180111110253,1.347182,-36.802948,1.000000,9.074782,1.395515,-37.786629,0.999991,9.173366
DRW021810321,20180111,114808,20180111114808,1.338700,-38.075135,0.999999,9.07583,1.432033,-46.940088,0.9999870000000001,9.167357
DRW021810331,20180111,132221,20180111132221,1.338697,-34.289403,0.999995,9.075544,1.397724,-38.819146999999994,0.999992,9.1764
DRW021810351,20180111,152147,20180111152147,1.364595,-35.949682,0.999998,9.074888,1.416575,-44.599594,1.0,9.176503
DRW021810341,20180111,155103,20180111155103,1.363126,-39.006045,1.000000,9.076222,1.392515,-40.263841,1.0,9.174292
DRW021810361,20180111,160805,20180111160805,1.343846,-36.197993,0.999996,9.073511,1.437165,-53.807811,1.0,9.158275
DRW021810371,20180111,163016,20180111163016,1.360764,-28.306350,0.999999,9.075503,1.41232,-45.846955,0.9999979999999999,9.175567
DRW021810381,20180112,82208,20180112082208,1.358364,-33.503321,0.999954,9.076331,1.382279,-42.222082,1.0,9.17883
DRW021810391,20180112,90246,20180112090246,1.351123,-39.648757,0.999992,9.075695,1.405743,-45.76279,1.0,9.176875
DRW021810401,20180112,100755,20180112100755,1.358089,-33.792950,0.999976,9.0768,1.406899,-43.674282,0.999994,9.176159
DRW021810411,20180112,105741,20180112105741,1.377253,-35.913881,1.000000,9.076559,1.409058,-40.279354999999995,0.999994,9.178588000000001
DRW021810421,20180112,111943,20180112111943,1.372064,-38.543313,0.999997,9.075745,1.397015,-45.641645000000004,0.9999899999999999,9.175777
DRW021810431,20180112,121715,20180112121715,1.342160,-47.722334,0.999994,9.076535,1.3981290000000002,-45.774171,0.9999790000000001,9.178146
DRW021810441,20180112,135519,20180112135519,1.333845,-45.575351,0.999993,9.076371,1.3908989999999999,-43.872696999999995,0.9999969999999999,9.178461
DRW021810451,20180112,160344,20180112160344,1.343181,-36.157074,1.000000,9.076308000000001,1.390145,-40.127657,0.999984,9.177275
DRW021810471,20180112,164818,20180112164818,1.351086,-34.657065,0.999996,9.075268,1.39709,-39.022252,1.0,9.178258999999999
DRW021810501,20180115,105622,20180115105622,1.341043,-42.464077,0.999999,9.07663,1.385543,-41.099211,0.999992,9.17765
DRW031810051,20180115,135259,20180115135259,1.358293,-33.751138,0.999996,9.075774000000001,1.369155,-49.55728,0.999983,9.18068
DRW031810061,20180115,142805,20180115142805,1.337166,-42.679798,0.999967,9.075782,1.359891,-45.168659999999996,1.0,9.176787
DRW031810091,20180115,155103,20180115155103,1.348214,-35.173979,0.999996,9.075751,1.351521,-49.220352,1.0,9.180204
DRW031810111,20180116,83308,20180116083308,1.331093,-39.144562,0.999988,9.076293,1.345431,-41.280957,0.999999,9.177605
DRW031810121,20180116,91148,20180116091148,1.339725,-39.015419,0.999989,9.076063000000001,1.356649,-46.630157000000004,0.999999,9.176255000000001
DRW031810131,20180116,95919,20180116095919,1.364246,-33.038183,0.999988,9.076286,1.417029,-58.529923,0.9998670000000001,9.181460000000001
DRW031810141,20180116,112132,20180116112132,1.364863,-35.982079,0.999995,9.075911,1.394292,-44.676842,0.999999,9.178305
DRW031810151,20180116,114006,20180116114006,1.375215,-34.787339,0.999986,9.080232,1.388609,-45.444247999999995,1.0,9.194573
DRW031810161,20180116,121719,20180116121719,1.369900,-35.473415,0.999999,9.07523,1.395326,-49.968954,0.9999049999999999,9.176088
DRW031810101,20180116,133936,20180116133936,1.355602,-36.701335,0.999998,9.075348,1.370884,-57.33883,0.999993,9.180479
DRW031810171,20180116,140727,20180116140727,1.366942,-42.476220,1.000000,9.076037,1.368119,-42.300769,0.999958,9.17646
DRW031810181,20180116,143307,20180116143307,1.365893,-33.849905,1.000000,9.075787,1.388896,-47.66003,0.9999950000000001,9.175841
DRW031810191,20180116,151048,20180116151048,1.357966,-43.006981,0.999979,9.076288,1.376873,-42.758433000000004,0.9999889999999999,9.177785
DRW031810201,20180116,154236,20180116154236,1.380533,-28.283136,0.999969,9.076362,1.394945,-42.710829,0.999993,9.179055
DRW031810011,20180116,161827,20180116161827,1.332829,-35.448734,1.000000,9.075167,1.365459,-43.012648999999996,0.9999870000000001,9.176635000000001
DRW031810211,20180116,165656,20180116165656,1.387246,-33.555187,0.999992,9.076232000000001,1.384548,-41.379289,1.0,9.177269
DRW031810231,20180117,105107,20180117105107,1.335116,-43.721777,0.999999,9.075624000000001,1.4114520000000002,-52.589066,0.999868,9.176496
DRW021810171,20180117,134537,20180117134537,1.343132,-36.332710,0.999975,9.076623,1.3893209999999998,-40.991393,0.9999899999999999,9.178873
DRW031810031,20180117,142012,20180117142012,1.358869,-44.576900,0.999949,9.075872,1.392396,-51.305292,0.999999,9.178623
DRW031810221,20180117,145628,20180117145628,1.337360,-38.876695,0.999966,9.075847999999999,1.395108,-50.894071999999994,0.9999959999999999,9.177354
DRW031810071,20180117,152227,20180117152227,1.343288,-39.593753,0.999987,9.075575,1.368155,-47.783184000000006,1.0,9.177805000000001
DRW031810021,20180118,83937,20180118083937,1.345900,-36.127834,0.999997,9.076153999999999,1.380925,-55.481005,0.999994,9.177888000000001
DRW031810041,20180118,120210,20180118120210,1.353052,-37.485924,1.000000,9.07595,1.356808,-45.724494,0.99997,9.179224000000001
DRW031810251,20180119,150604,20180119150604,1.343849,-34.675368,0.999996,9.076646,1.384515,-48.398013,0.9999979999999999,9.176172
DRW031810241,20180122,84712,20180122084712,1.334908,-43.465484,0.999998,9.081816,1.396333,-46.092593,0.9999950000000001,9.194489
DRW031810281,20180122,95040,20180122095040,1.346942,-37.996596,1.000000,9.076048,1.3980139999999999,-50.075093,0.999967,9.178873
DRW041810011,20180122,102356,20180122102356,1.341154,-42.057869,1.000000,9.075778999999999,1.391483,-51.948607,0.9999979999999999,9.181583
DRW041810021,20180122,105218,20180122105218,1.381098,-31.237924,0.999992,9.075808,1.38726,-40.736844,0.999993,9.178546
DRW041810031,20180122,112156,20180122112156,1.323582,-37.354773,0.999999,9.075811999999999,1.3719379999999999,-44.591822,0.999994,9.178332000000001
DRW041810041,20180122,131739,20180122131739,1.336156,-39.876496,0.999996,9.075778,1.411334,-42.492061,0.9999979999999999,9.179953
DRW041810051,20180122,141159,20180122141159,1.339934,-35.899698,0.999996,9.076333,1.4044969999999999,-43.375758000000005,0.999999,9.178125999999999
DRW041810061,20180122,151800,20180122151800,1.363446,-38.531366,0.999999,9.076103999999999,1.3861,-44.556329999999996,1.0,9.178385
DRW041810071,20180122,154523,20180122154523,1.358436,-40.151630,0.999995,9.076521000000001,1.39826,-41.067277000000004,0.999999,9.178925999999999
DRW041810091,20180122,170050,20180122170050,1.343046,-35.022479,0.999999,9.07627,1.388763,-43.031846,0.9999950000000001,9.178579
DRW041810101,20180123,91308,20180123091308,1.363289,-36.655618,0.999998,9.075809,1.382163,-37.578206,0.999999,9.173828
DRW041810111,20180123,95956,20180123095956,1.351370,-46.460298,0.999994,9.075658,1.4023370000000002,-43.488253,0.999999,9.178835000000001
DRW041810131,20180123,114232,20180123114232,1.357494,-34.190769,0.999486,9.077312,1.39382,-42.005606,0.9999979999999999,9.178289
DRW041810141,20180123,121318,20180123121318,1.358922,-45.706595,0.999991,9.077136,1.3988459999999998,-43.280592999999996,1.0,9.177045
DRW031810271,20180123,132548,20180123132548,1.357767,-37.832155,0.999998,9.075761,1.438253,-56.72146,0.999999,9.16804
DRW041810151,20180123,140405,20180123140405,1.376409,-33.502218,0.999962,9.075892999999999,1.427761,-53.654821,0.999986,9.181576
DRW031810261,20180123,150048,20180123150048,1.362047,-27.607990,0.999996,9.075641000000001,1.368152,-40.339976,0.9999969999999999,9.178583999999999
DRW041810161,20180123,152729,20180123152729,1.352188,-36.236996,0.999991,9.075892,1.380965,-47.319817,1.0,9.176132
DRW041810171,20180123,155015,20180123155015,1.362041,-41.550965,0.999999,9.076162,1.384232,-43.755305,0.9999629999999999,9.176224000000001
DRW041810181,20180123,161543,20180123161543,1.385920,-49.460830,0.999994,9.075688000000001,1.369551,-43.355028000000004,0.999984,9.180069999999999
DRW041810121,20180123,163409,20180123163409,1.364396,-34.898487,1.000000,9.076463,1.394332,-43.970468,0.9999959999999999,9.178550999999999
DRW041810191,20180124,80310,20180124080310,1.350201,-48.928397,0.999973,9.0769,1.351292,-42.806651,0.9999950000000001,9.176846000000001
DRW041810201,20180124,84206,20180124084206,1.359884,-42.053639,0.999999,9.078542,1.393275,-48.985619,0.9999950000000001,9.177261
DRW041810211,20180124,100848,20180124100848,1.365671,-35.431687,0.999998,9.076006,1.3884459999999998,-40.450215,0.9999950000000001,9.17886
DRW041810221,20180124,103700,20180124103700,1.327780,-39.517304,0.999975,9.076875999999999,1.394733,-52.099166,0.999976,9.178276
DRW041810251,20180124,113731,20180124113731,1.334216,-38.332055,1.000000,9.076084,1.3946889999999998,-40.578702,0.9999809999999999,9.177518
DRW041810231,20180124,131030,20180124131030,1.354268,-30.132039,0.999984,9.075523,1.404411,-53.365922999999995,0.9999969999999999,9.17912
DRW041810241,20180124,134225,20180124134225,1.348571,-42.912753,1.000000,9.075865,1.4078110000000001,-38.438951,0.999999,9.178411
DRW041810261,20180124,142004,20180124142004,1.338551,-33.712956,0.999949,9.075474,1.406081,-36.768755,0.999999,9.178231
DRW041810281,20180124,150544,20180124150544,1.336158,-38.092269,0.999990,9.076522,1.374991,-57.621083999999996,0.9999899999999999,9.182478
DRW041810271,20180124,153609,20180124153609,1.340914,-43.174984,0.999995,9.075852000000001,1.373793,-41.139373,0.999993,9.178696
DRW041810301,20180124,160427,20180124160427,1.360815,-42.734296,1.000000,9.076258000000001,1.391745,-47.341440000000006,0.999966,9.179327
DRW041810311,20180124,162451,20180124162451,1.352211,-37.374457,0.999986,9.076274,1.37515,-53.480151,0.9999950000000001,9.182427
DRW041810291,20180124,164846,20180124164846,1.359188,-30.666399,0.999999,9.07572,1.372586,-38.940364,0.999984,9.179845
DRW041810331,20180125,84148,20180125084148,1.354948,-35.791658,1.000000,9.075722,1.364685,-40.926615000000005,0.9999969999999999,9.179523
DRW041810341,20180125,91007,20180125091007,1.342115,-35.689143,0.999995,9.075445,1.3690120000000001,-37.239075,0.999986,9.176184
DRW041810381,20180125,112756,20180125112756,1.360954,-41.951245,1.000000,9.07559,1.372287,-42.289396999999994,0.999957,9.177799
DRW041810391,20180125,120001,20180125120001,1.345291,-38.865605,1.000000,9.076145,1.3710639999999998,-41.338065,0.999869,9.178963000000001
DRW041810401,20180125,131258,20180125131258,1.350752,-37.316134,0.999996,9.075795,1.361477,-44.532901,0.9999809999999999,9.177278999999999
DRW041810411,20180125,133702,20180125133702,1.354064,-37.744088,0.999996,9.074639,1.379178,-42.376227,0.999999,9.177199
